"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"
"144"	"b"	-0.779377246290381	1.25373055296321	"u"	"g"	"w"	"v"	-0.0667577783552132	"t"	"t"	-0.287891684895625	"f"	"g"	-0.604177567198555	-0.141913809430019	"+"
"145"	"b"	-0.364302009667034	-0.621459056931412	"u"	"g"	"cc"	"h"	0.85509719988562	"t"	"t"	1.35720365736509	"f"	"g"	1.24875776105419	-0.0365416042494824	"+"
"146"	"b"	0.106454051381396	-0.453726510143837	"u"	"g"	"cc"	"h"	0.157356073729268	"t"	"t"	0.740292904017322	"f"	"g"	-0.13949159146119	0.20241722170638	"+"
"147"	"b"	-0.701761551637234	-0.654603811685843	"u"	"g"	"q"	"v"	0.0452991476870275	"t"	"t"	0.123382150669554	"t"	"g"	-1.06886354293592	-0.0835656302407967	"+"
"148"	"a"	0.739190692575522	0.558695089627874	"y"	"p"	"q"	"h"	1.72615303832064	"t"	"t"	2.38538824627804	"f"	"g"	-1.06886354293592	0.246178356098297	"+"
"149"	"a"	-0.0901161318162459	0.349782696024188	"u"	"g"	"c"	"bb"	0.530879160536737	"t"	"t"	0.945929821799912	"t"	"g"	-1.06886354293592	0.393008478071177	"+"
"150"	"a"	1.7937517612324	2.05723975913124	"u"	"g"	"c"	"v"	0.9791068647057	"t"	"t"	2.38538824627804	"f"	"g"	-1.06886354293592	0.226984876101842	"+"
"151"	"a"	1.27406406659829	-0.863516205289529	"u"	"g"	"cc"	"h"	-0.540385052427084	"t"	"t"	1.76847749293027	"t"	"g"	1.48690932361958	-0.194120075020376	"+"
"152"	"a"	2.25775863144142	1.05285325142121	"u"	"g"	"q"	"v"	0.530879160536737	"t"	"t"	2.38538824627804	"f"	"g"	-1.06886354293592	0.112207865723042	"+"
"153"	"b"	0.486096036097871	0.349782696024188	"u"	"g"	"m"	"h"	0.605583777898231	"t"	"t"	1.97411441071286	"t"	"g"	-0.528666096141233	-0.195271683820164	"+"
"154"	"b"	-0.716103582170968	-0.453726510143837	"u"	"g"	"c"	"v"	-0.34017667789828	"t"	"t"	1.76847749293027	"t"	"g"	-0.720349061132896	0.22391391930241	"+"
"155"	"b"	0.0997048605419919	-0.654603811685843	"u"	"g"	"cc"	"h"	0.9791068647057	"t"	"t"	0.123382150669554	"t"	"g"	-1.06886354293592	-0.195271683820164	"+"
"156"	"a"	-0.835058070715463	1.35416920373422	"y"	"p"	"j"	"j"	-0.664394717247163	"t"	"t"	1.76847749293027	"t"	"g"	-1.06886354293592	-0.195271683820164	"+"
"157"	"a"	-0.258845902801346	-0.345252767311153	"y"	"p"	"x"	"h"	0.0946041951456134	"t"	"t"	-0.287891684895625	"f"	"g"	-0.662263314165725	-0.195271683820164	"+"
"158"	"a"	3.13009154743439	2.05723975913124	"u"	"g"	"e"	"z"	-0.664394717247163	"t"	"t"	2.38538824627804	"f"	"g"	-1.06886354293592	0.452700200860151	"+"
"159"	"b"	-0.301028345547621	-0.55416516091484	"u"	"g"	"k"	"h"	0.580184207995323	"t"	"t"	-0.0822547671130358	"t"	"g"	-0.0175115228301321	-0.195271683820164	"+"
"160"	"b"	0.211910158247083	-0.939849579875491	"y"	"p"	"m"	"bb"	-0.652441978469324	"t"	"t"	-0.287891684895625	"t"	"g"	0.557537372144856	0.188597916108933	"+"
"161"	"b"	-0.328868757760163	-0.55416516091484	"u"	"g"	"x"	"h"	-0.365576247801188	"t"	"t"	0.329019068452143	"f"	"g"	-0.255663085395531	1.25268444711239	"+"
"162"	"b"	1.04880982233318	-0.55416516091484	"u"	"g"	"m"	"v"	-0.141462395716707	"t"	"t"	-0.0822547671130358	"t"	"g"	-1.06886354293592	-0.192392661820696	"+"
"163"	"b"	-0.547373811185868	-0.612419578362021	"u"	"g"	"x"	"v"	-0.166861965619615	"t"	"t"	-0.287891684895625	"t"	"g"	1.22552346226732	-0.191432987820873	"+"
"164"	"b"	0.0364311964225793	-0.604384486300341	"y"	"p"	"e"	"h"	-0.652441978469324	"t"	"f"	-0.493528602678215	"t"	"g"	1.21390631287388	-0.195271683820164	"+"
"165"	"a"	2.44757962379966	2.35855571144425	"u"	"g"	"q"	"v"	2.62260844665856	"t"	"f"	-0.493528602678215	"t"	"g"	-0.946883474304861	1.83175173860543	"+"
"166"	"a"	0.781373135321797	1.05285325142121	"u"	"g"	"q"	"h"	-0.141462395716707	"t"	"f"	-0.493528602678215	"f"	"g"	-0.900414876731124	-0.0346222562498369	"+"
"167"	"b"	-1.03247190276803	0.952414600650206	"u"	"g"	"q"	"v"	-0.365576247801188	"t"	"f"	-0.493528602678215	"t"	"g"	-0.720349061132896	-0.118497763834344	"+"
"168"	"a"	0.0642716086351207	-0.847446021166169	"u"	"g"	"cc"	"v"	-0.652441978469324	"t"	"f"	-0.493528602678215	"f"	"g"	1.48690932361958	1.94998357538359	"+"
"169"	"b"	0.430415211672789	-0.303068533987332	"u"	"g"	"q"	"h"	2.02497150776661	"t"	"f"	-0.493528602678215	"t"	"g"	-0.476388923870779	-0.0726253466428175	"+"
"170"	"b"	0.500438066631605	-0.729932799764095	"y"	"p"	"d"	"v"	-0.216167013078201	"f"	"f"	-0.493528602678215	"t"	"g"	1.43463215134913	-0.195271683820164	"+"
"171"	"a"	-0.547373811185868	-0.445691418082156	"y"	"p"	"aa"	"v"	-0.58969009988567	"t"	"f"	-0.493528602678215	"t"	"g"	1.08030909484939	-0.195271683820164	"+"
"172"	"b"	0.823555578068072	-0.955919763998852	"u"	"g"	"c"	"bb"	3.81788232444246	"t"	"f"	-0.493528602678215	"f"	"g"	-1.06886354293592	-0.195271683820164	"+"
"173"	"b"	2.06118844824378	1.55504650527622	"u"	"g"	"k"	"h"	1.72615303832064	"t"	"f"	-0.493528602678215	"t"	"g"	-0.929457750214709	0.19397209050794	"+"
"174"	"a"	1.54065710475475	1.7729983774493	"u"	"g"	"k"	"h"	1.87556227304362	"t"	"f"	-0.493528602678215	"t"	"g"	-1.06886354293592	-0.195271683820164	"+"
"175"	"b"	-0.750693185222913	1.15329190219221	"u"	"g"	"q"	"h"	-0.265472060536787	"t"	"f"	-0.493528602678215	"f"	"g"	-0.488006073264213	-0.195271683820164	"+"
"176"	"b"	-0.385393231040171	-0.654603811685843	"y"	"p"	"w"	"v"	-0.552337791204923	"t"	"f"	-0.493528602678215	"t"	"g"	0.441365878210515	0.00913887814208009	"+"
"177"	"b"	-0.554123002025272	1.55504650527622	"u"	"g"	"aa"	"v"	0.232060691090762	"t"	"f"	-0.493528602678215	"t"	"s"	-0.952692049001578	-0.195271683820164	"+"
"178"	"a"	-0.463008925693318	0.784682053862631	"u"	"g"	"aa"	"v"	-0.241566582981109	"t"	"f"	-0.493528602678215	"f"	"g"	-0.13949159146119	-0.166481463825482	"+"
"179"	"a"	-1.10924394856625	0.902195275264704	"u"	"g"	"q"	"v"	-0.302824369217533	"t"	"t"	0.329019068452143	"f"	"g"	-0.720349061132896	-0.0916268918393077	"+"
"180"	"b"	-0.961605398954288	0.685247789599338	"u"	"g"	"aa"	"v"	-0.0787105171330522	"t"	"t"	2.38538824627804	"f"	"g"	-0.720349061132896	-0.164945985425765	"+"
"181"	"b"	1.35842895209084	-0.89766534655167	"u"	"g"	"c"	"bb"	3.81788232444246	"t"	"t"	3.61920975297358	"f"	"g"	-1.06886354293592	2.68375031564806	"+"
"182"	"a"	-0.870491322622334	-0.486871264898268	"u"	"g"	"i"	"bb"	-0.514985482524176	"t"	"t"	0.329019068452143	"f"	"s"	-0.604177567198555	-0.195271683820164	"+"
"183"	"a"	-0.919422956208013	-0.353287859372834	"u"	"g"	"q"	"v"	-0.615089669788577	"t"	"t"	0.123382150669554	"f"	"g"	-0.488006073264213	-0.194120075020376	"+"
"184"	"a"	2.15230252457574	2.96118761607027	"u"	"g"	"c"	"v"	0.9791068647057	"t"	"t"	0.945929821799912	"f"	"g"	-1.06886354293592	0.380532716073481	"+"
"185"	"a"	-0.771784406596051	0.182050149236613	"u"	"g"	"q"	"v"	0.108051026270682	"t"	"t"	0.945929821799912	"f"	"g"	-0.319557407059419	0.42985995966437	"+"
"186"	"b"	1.44954302842279	0.7515372991082	"u"	"g"	"c"	"h"	3.07083615082753	"t"	"t"	1.35720365736509	"f"	"g"	-0.0175115228301321	0.122380410121164	"+"
"187"	"b"	0.71135028036298	0.349782696024188	"u"	"g"	"aa"	"bb"	0.381469925813749	"t"	"t"	-0.287891684895625	"f"	"g"	-1.06886354293592	-0.0993042838378897	"+"
"188"	"b"	0.760281913948659	0.0484667437111785	"u"	"g"	"c"	"v"	0.829697629982712	"t"	"t"	0.945929821799912	"f"	"g"	-1.06886354293592	0.393008478071177	"+"
"189"	"a"	-0.244503872267612	-0.747007370395165	"u"	"g"	"c"	"v"	0.0826514563677744	"t"	"t"	0.534655986234733	"t"	"g"	0.673708866079197	0.0791950801291402	"+"
"190"	"a"	0.127545272754533	-0.0268622443670738	"u"	"g"	"q"	"h"	-0.178814704397454	"t"	"t"	-0.0822547671130358	"f"	"g"	-1.06886354293592	-0.195271683820164	"+"
"191"	"b"	-0.863742131782931	1.15329190219221	"u"	"g"	"c"	"v"	0.232060691090762	"t"	"f"	-0.493528602678215	"t"	"g"	-1.06886354293592	-0.195271683820164	"+"
"192"	"b"	0.880080051348081	-0.914739917182741	"u"	"g"	"i"	"h"	0.867049938663459	"t"	"f"	-0.493528602678215	"f"	"g"	1.2545663357509	-0.195271683820164	"+"
"193"	"b"	0.858988829974943	-0.763077554518526	"u"	"g"	"x"	"v"	0.0826514563677744	"t"	"f"	-0.493528602678215	"f"	"g"	1.89350955238978	-0.0801108038414348	"+"
"194"	"b"	-0.750693185222913	-0.637529241054772	"y"	"p"	"w"	"v"	0.25746026099367	"t"	"t"	0.740292904017322	"f"	"g"	-0.604177567198555	-0.195271683820164	"+"
"195"	"b"	0.247343410153955	-0.144375465769147	"y"	"p"	"i"	"bb"	1.87556227304362	"t"	"t"	0.945929821799912	"t"	"g"	0.0638085229239066	-0.195271683820164	"+"
"196"	"b"	-0.279937124174484	0.0565018357728588	"y"	"p"	"c"	"bb"	-0.216167013078201	"t"	"t"	1.1515667395825	"t"	"g"	-0.232428786608663	-0.193928140220412	"+"
"197"	"b"	0.135138112448863	-0.320143104618403	"y"	"p"	"x"	"v"	0.281365738549348	"t"	"t"	0.123382150669554	"t"	"g"	1.13839484181656	-0.195271683820164	"+"
"198"	"b"	1.40061139483711	0.575769660258944	"u"	"g"	"w"	"h"	3.96729155916545	"t"	"t"	1.97411441071286	"f"	"g"	-1.06886354293592	-0.0436431918481707	"+"
"199"	"b"	-0.336461597454492	-0.546130068853159	"y"	"p"	"aa"	"v"	-0.0667577783552132	"t"	"t"	0.123382150669554	"t"	"g"	1.08030909484939	-0.0877881958400168	"+"
"200"	"b"	-0.758286024917243	1.06088834348289	"u"	"g"	"x"	"v"	-0.652441978469324	"t"	"t"	1.35720365736509	"f"	"g"	-0.720349061132896	-0.119265503034203	"+"
"201"	"a"	-0.631738696678418	-0.855481113227849	"u"	"g"	"q"	"h"	-0.290871630439694	"t"	"t"	-0.287891684895625	"f"	"g"	-1.06886354293592	-0.0651398894442001	"+"
"202"	"a"	0.823555578068072	-0.755042462456846	"u"	"g"	"i"	"bb"	0.00794683900628061	"t"	"f"	-0.493528602678215	"t"	"g"	-1.06886354293592	-0.137691243830799	"+"
"203"	"b"	-0.568465032559005	-0.403507184758335	"u"	"g"	"c"	"v"	0.00794683900628061	"t"	"t"	0.740292904017322	"f"	"g"	-2.64143395575823e-15	-0.0801108038414348	"+"
"204"	"a"	-0.91267376536861	1.10307257680671	"u"	"g"	"q"	"v"	-0.452233603940521	"t"	"t"	-0.0822547671130358	"t"	"g"	-0.784243382796783	-0.195271683820164	"+"
"205"	"b"	0.401731150605321	-0.529055498222089	"y"	"p"	"w"	"v"	-0.638995147344255	"t"	"t"	-0.287891684895625	"f"	"g"	-0.778434808100066	0.032554923737755	"+"
"206"	"a"	0.324959104807101	1.45460785450522	"u"	"g"	"q"	"h"	3.51906385499649	"t"	"t"	1.1515667395825	"f"	"g"	-1.06886354293592	1.06957864794621	"+"
"207"	"a"	3.37559336421771	-0.955919763998852	"?"	"?"	"?"	"?"	-0.664394717247163	"f"	"f"	-0.493528602678215	"f"	"p"	-2.64143395575823e-15	-0.195271683820164	"+"
"208"	"b"	-0.244503872267612	0.919269845895775	"u"	"g"	"q"	"h"	1.02841191216429	"t"	"t"	0.740292904017322	"f"	"g"	1.14420341651328	-0.16302663742612	"+"
"209"	"b"	0.303867883433963	-0.453726510143837	"u"	"g"	"k"	"v"	0.680288395259725	"t"	"t"	0.945929821799912	"f"	"g"	-0.197577338428361	0.0484855121348125	"+"
"210"	"b"	0.669167837616705	-0.102191232445326	"u"	"g"	"c"	"bb"	1.27792533415167	"t"	"t"	2.79666208184322	"f"	"g"	-0.389260303420024	0.0369694241369396	"+"
"211"	"b"	0.654825807082972	0.224234382560434	"u"	"g"	"cc"	"h"	2.32378997721259	"t"	"t"	2.38538824627804	"t"	"g"	1.24875776105419	-0.195271683820164	"+"
"212"	"b"	-0.61064747530528	0.374892358716938	"y"	"p"	"d"	"v"	0.9791068647057	"t"	"f"	-0.493528602678215	"t"	"s"	-0.488006073264213	-0.195271683820164	"+"
"213"	"b"	2.40539718105339	1.95680110836024	"u"	"g"	"ff"	"ff"	4.71433773278039	"t"	"t"	2.59102516406063	"t"	"g"	-1.06886354293592	-0.00333688385561554	"+"
"214"	"b"	-0.716103582170968	1.35416920373422	"u"	"g"	"i"	"v"	0.381469925813749	"t"	"t"	1.35720365736509	"f"	"g"	-0.743583359919764	-0.052856062246469	"+"
"215"	"b"	-0.413233643252713	-0.411542276820015	"y"	"p"	"cc"	"v"	0.904402247344206	"t"	"t"	-0.287891684895625	"f"	"g"	0.156745718071379	-0.195271683820164	"+"
"216"	"b"	1.40061139483711	-0.252849208601831	"u"	"g"	"aa"	"v"	0.381469925813749	"t"	"f"	-0.493528602678215	"f"	"s"	0.267108637309003	-0.195271683820164	"+"
"217"	"b"	0.810057196389264	-0.144375465769147	"u"	"g"	"cc"	"h"	1.42733456887466	"t"	"t"	1.1515667395825	"f"	"g"	0.789880360013538	-0.195271683820164	"+"
"218"	"b"	2.05443925740438	1.35416920373422	"u"	"g"	"ff"	"ff"	0.829697629982712	"t"	"t"	0.534655986234733	"f"	"g"	-1.06886354293592	1.50354323066605	"+"
"219"	"b"	1.88570948641928	0.977524263342957	"u"	"g"	"e"	"v"	1.92486732050221	"t"	"t"	0.534655986234733	"f"	"g"	-1.06886354293592	-0.195271683820164	"+"
"220"	"a"	-1.06706150581998	0.902195275264704	"y"	"p"	"c"	"v"	-0.365576247801188	"t"	"t"	0.329019068452143	"t"	"g"	-0.604177567198555	-0.0993042838378897	"+"
"221"	"a"	1.56174832612789	1.5630815973379	"u"	"g"	"aa"	"v"	0.0198995777841196	"t"	"t"	0.123382150669554	"t"	"g"	-0.162725890248058	-0.195271683820164	"+"
"222"	"b"	2.8559056695836	1.25373055296321	"u"	"g"	"e"	"z"	5.31197467167234	"t"	"t"	0.945929821799912	"t"	"g"	-0.941074899608144	-0.195271683820164	"+"
"223"	"a"	-1.18011045237999	0.851975949879203	"u"	"g"	"aa"	"v"	-0.253519321758948	"t"	"f"	-0.493528602678215	"t"	"g"	-1.06886354293592	-0.195271683820164	"+"
"224"	"a"	-1.07465434551431	0.960449692711886	"u"	"g"	"aa"	"v"	-0.638995147344255	"t"	"f"	-0.493528602678215	"f"	"g"	-0.488006073264213	-0.195271683820164	"+"
"225"	"a"	0.521529288004743	0.148905394482182	"u"	"g"	"q"	"v"	-0.627042408566416	"t"	"f"	-0.493528602678215	"t"	"g"	0.255491487915569	-0.195271683820164	"+"
"226"	"b"	-0.701761551637234	-0.152410557830828	"u"	"g"	"c"	"bb"	-0.58969009988567	"t"	"f"	-0.493528602678215	"t"	"g"	-0.13949159146119	-0.195271683820164	"+"
"227"	"b"	-1.13792800963372	0.148905394482182	"u"	"g"	"k"	"v"	-0.514985482524176	"t"	"f"	-0.493528602678215	"f"	"g"	-0.604177567198555	-0.195271683820164	"+"
"228"	"a"	-0.765035215756647	0.74350220704652	"y"	"p"	"x"	"v"	0.0706987175899354	"f"	"f"	-0.493528602678215	"f"	"g"	-0.116257292674322	-0.195271683820164	"+"
"229"	"b"	-1.00378784170056	-0.880590775920599	"u"	"g"	"q"	"v"	-0.0667577783552132	"t"	"t"	-0.0822547671130358	"t"	"g"	-0.604177567198555	-0.195271683820164	"+"
"230"	"b"	-0.800468467663518	1.25373055296321	"u"	"g"	"cc"	"v"	-0.46568043506559	"t"	"f"	-0.493528602678215	"f"	"g"	-0.488006073264213	-0.195271683820164	"+"
"231"	"b"	-0.539780971491538	-0.252849208601831	"u"	"g"	"cc"	"v"	-0.477633173843429	"t"	"t"	0.945929821799912	"f"	"g"	-1.06886354293592	1.15959606912958	"+"
"232"	"a"	1.3373377307177	-0.353287859372834	"u"	"g"	"x"	"v"	3.48171154631574	"t"	"t"	-0.0822547671130358	"t"	"g"	1.94578672466023	0.131785215319426	"+"
"233"	"b"	0.162978524661405	-0.604384486300341	"u"	"g"	"x"	"h"	0.680288395259725	"t"	"t"	0.329019068452143	"t"	"g"	0.400705855333496	-0.0307835602505459	"+"
"234"	"b"	-0.328868757760163	1.80614313220373	"u"	"g"	"w"	"v"	1.05381148206719	"t"	"f"	-0.493528602678215	"t"	"g"	1.75991233436529	-0.0993042838378897	"+"
"235"	"a"	2.26535147113575	3.26250356838328	"u"	"g"	"i"	"bb"	2.32378997721259	"t"	"t"	2.17975132849545	"f"	"g"	-1.06886354293592	1.09069147594231	"+"
"236"	"a"	-0.919422956208013	-0.587309915669271	"u"	"g"	"q"	"v"	-0.0413582084523053	"t"	"t"	0.534655986234733	"f"	"g"	0.209022890341833	0.2851411204911	"+"
"237"	"b"	-0.455416085998988	-0.90570043861335	"u"	"g"	"i"	"bb"	-0.664394717247163	"t"	"f"	-0.493528602678215	"t"	"g"	-1.06886354293592	-0.195271683820164	"+"
"238"	"b"	-0.863742131782931	0.550659997566194	"u"	"g"	"aa"	"v"	-0.241566582981109	"t"	"t"	-0.287891684895625	"f"	"g"	-0.604177567198555	1.68568935583241	"+"
"239"	"b"	0.950102906306897	-0.0268622443670738	"u"	"g"	"q"	"v"	0.704193872815403	"t"	"f"	-0.493528602678215	"f"	"s"	-1.06886354293592	-0.195271683820164	"+"
"240"	"b"	0.556962539911614	1.07796291411396	"u"	"g"	"x"	"v"	0.0826514563677744	"t"	"t"	0.740292904017322	"f"	"g"	1.95159529935695	-0.157652463027112	"+"
"241"	"b"	-0.933764986741747	1.05285325142121	"y"	"p"	"c"	"v"	0.0826514563677744	"t"	"f"	-0.493528602678215	"f"	"s"	-0.836520555067237	-0.195271683820164	"+"
"242"	"b"	1.40736058567652	4.08308734518237	"u"	"g"	"w"	"v"	-0.141462395716707	"t"	"t"	0.123382150669554	"f"	"g"	-0.371834579329872	-0.19258459662066	"+"
"243"	"b"	-0.27318793333508	0.0484667437111785	"u"	"g"	"w"	"v"	2.62260844665856	"t"	"f"	-0.493528602678215	"t"	"g"	-0.662263314165725	-0.195271683820164	"+"
"244"	"a"	-1.08140353635371	0.550659997566194	"u"	"g"	"q"	"v"	0.145403334951429	"t"	"t"	0.534655986234733	"f"	"g"	-2.64143395575823e-15	4.93437778003235	"+"
"245"	"b"	-1.10249475772685	-0.55416516091484	"u"	"g"	"i"	"v"	-0.216167013078201	"t"	"t"	-0.0822547671130358	"f"	"g"	-0.371834579329872	-0.137691243830799	"+"
"246"	"b"	0.135138112448863	-0.345252767311153	"y"	"p"	"c"	"h"	-0.0548050395773741	"t"	"t"	-0.287891684895625	"t"	"g"	-0.0233200975268492	3.26473695514075	"+"
"247"	"b"	1.13317470782573	0.7515372991082	"u"	"g"	"cc"	"h"	3.51906385499649	"t"	"t"	-0.287891684895625	"t"	"g"	-0.557708969624818	0.188597916108933	"+"
"248"	"a"	-1.00378784170056	-0.91373553067503	"u"	"g"	"q"	"h"	-0.57773736110783	"t"	"t"	1.76847749293027	"f"	"g"	-0.604177567198555	-0.176270138623673	"+"
"249"	"?"	-0.596305444771547	1.60526583066173	"u"	"g"	"c"	"bb"	0.754993012621218	"t"	"t"	-0.0822547671130358	"f"	"g"	-0.644837590075574	-0.110052632635904	"+"
"250"	"b"	-0.821559689036656	1.25373055296321	"u"	"g"	"x"	"v"	-0.57773736110783	"t"	"t"	0.740292904017322	"f"	"g"	-0.366026004633155	-0.195271683820164	"+"
"251"	"b"	0.732441501736118	3.36294221915428	"u"	"g"	"e"	"z"	5.31197467167234	"t"	"t"	1.76847749293027	"f"	"g"	-1.06886354293592	0.0350500761372941	"+"
"252"	"b"	0.831148417762402	0.0484667437111785	"u"	"g"	"q"	"h"	0.829697629982712	"t"	"t"	0.740292904017322	"t"	"g"	1.6611665645211	-0.195271683820164	"+"
"253"	"a"	-1.15901923100686	1.25373055296321	"u"	"g"	"x"	"h"	-0.365576247801188	"t"	"t"	1.76847749293027	"f"	"g"	-1.06886354293592	0.380532716073481	"+"
"254"	"b"	-0.708510742476638	1.27884021565597	"u"	"g"	"x"	"h"	-0.526938221302015	"t"	"t"	-0.287891684895625	"f"	"g"	-0.488006073264213	-0.195271683820164	"+"
"255"	"b"	-2.39779426159857e-15	-0.830371450535098	"u"	"g"	"k"	"v"	-0.58969009988567	"f"	"f"	-0.493528602678215	"f"	"g"	1.13839484181656	0.190517264108578	"-"
"256"	"b"	-1.13033516993939	1.10307257680671	"u"	"g"	"c"	"h"	-0.34017667789828	"f"	"f"	-0.493528602678215	"f"	"g"	0.789880360013538	-0.192776531420625	"-"
"257"	"b"	-0.975947429488022	1.26277003153261	"u"	"g"	"c"	"v"	-0.0667577783552132	"f"	"f"	-0.493528602678215	"t"	"g"	-0.2788973841824	-0.195271683820164	"-"
"258"	"b"	-0.975947429488022	-0.955919763998852	"u"	"g"	"d"	"v"	-0.514985482524176	"f"	"f"	-0.493528602678215	"f"	"g"	-0.232428786608663	-0.195271683820164	"-"
"259"	"a"	-0.91267376536861	0.960449692711886	"u"	"g"	"i"	"v"	-0.652441978469324	"f"	"f"	-0.493528602678215	"f"	"g"	0.0928513964074919	-0.00333688385561554	"-"
"260"	"a"	-0.596305444771547	-0.604384486300341	"y"	"p"	"c"	"v"	-0.615089669788577	"f"	"f"	-0.493528602678215	"f"	"g"	-0.302131682969268	-0.195271683820164	"-"
"261"	"b"	0.0997048605419919	-0.486871264898268	"u"	"g"	"d"	"h"	1.05381148206719	"f"	"f"	-0.493528602678215	"t"	"g"	0.627240268505461	-0.195271683820164	"-"
"262"	"a"	1.73807093680732	-0.955919763998852	"y"	"p"	"ff"	"ff"	-0.664394717247163	"f"	"f"	-0.493528602678215	"f"	"g"	-1.06886354293592	-0.195271683820164	"-"
"263"	"a"	1.40061139483711	-0.687748566440274	"u"	"g"	"i"	"o"	-0.564290529982762	"f"	"f"	-0.493528602678215	"f"	"g"	-1.06886354293592	-0.172239507824418	"-"
"264"	"a"	-0.940514177581151	1.15329190219221	"y"	"p"	"x"	"h"	-0.664394717247163	"f"	"f"	-0.493528602678215	"t"	"g"	-0.174343039641493	-0.189129770221298	"-"
"265"	"b"	1.61827279940789	-0.838406542596778	"u"	"g"	"ff"	"ff"	-0.664394717247163	"f"	"f"	-0.493528602678215	"f"	"g"	-0.226620211911946	-0.195271683820164	"-"
"266"	"b"	-1.22229289512627	-0.938845193367781	"y"	"p"	"c"	"v"	-0.652441978469324	"f"	"f"	-0.493528602678215	"f"	"g"	-0.255663085395531	-0.05669475824576	"-"
"267"	"b"	-1.11683678826058	-0.712858229133024	"y"	"p"	"e"	"dd"	-0.664394717247163	"f"	"f"	-0.493528602678215	"f"	"g"	-0.488006073264213	-0.195271683820164	"-"
"268"	"a"	0.0364311964225793	0.249344045253185	"u"	"g"	"d"	"v"	-0.290871630439694	"f"	"f"	-0.493528602678215	"f"	"g"	0.51106877457112	-0.195271683820164	"-"
"269"	"b"	2.37080757800144	-0.646568719624162	"u"	"g"	"q"	"v"	-0.627042408566416	"t"	"f"	-0.493528602678215	"t"	"g"	0.441365878210515	-0.195271683820164	"+"
"270"	"b"	-1.14467720047312	-0.922775009244421	"u"	"g"	"q"	"n"	-0.601642838663509	"f"	"f"	-0.493528602678215	"f"	"g"	0.0928513964074919	-0.187594291821582	"+"
"271"	"b"	0.507187257471009	-0.955919763998852	"?"	"?"	"?"	"?"	-0.664394717247163	"f"	"f"	-0.493528602678215	"f"	"p"	-2.64143395575823e-15	-0.195271683820164	"+"
"272"	"b"	0.0642716086351207	-0.453726510143837	"u"	"g"	"c"	"v"	-0.290871630439694	"f"	"f"	-0.493528602678215	"t"	"g"	0.557537372144856	-0.195271683820164	"-"
"273"	"b"	-1.13792800963372	0.400002021409689	"y"	"p"	"m"	"v"	-0.652441978469324	"f"	"f"	-0.493528602678215	"f"	"g"	-0.255663085395531	-0.195271683820164	"-"
"274"	"b"	0.563711730751018	1.07796291411396	"y"	"p"	"k"	"v"	-0.627042408566416	"f"	"f"	-0.493528602678215	"f"	"g"	-0.13949159146119	-0.195271683820164	"-"
"275"	"b"	-0.0757741012825122	-0.453726510143837	"u"	"g"	"cc"	"h"	0.00794683900628061	"f"	"f"	-0.493528602678215	"t"	"s"	0.906051853947879	-0.195271683820164	"-"
"276"	"b"	-1.09574556688744	0.191089627806003	"u"	"g"	"d"	"v"	-0.503032743746337	"f"	"f"	-0.493528602678215	"f"	"g"	-0.371834579329872	-0.195271683820164	"-"
"277"	"a"	-1.04597028444684	0.131830823851111	"u"	"g"	"i"	"h"	-0.57773736110783	"f"	"f"	-0.493528602678215	"f"	"g"	-0.604177567198555	-0.102375240637322	"-"
"278"	"a"	-1.13033516993939	1.05285325142121	"y"	"p"	"q"	"h"	-0.615089669788577	"f"	"f"	-0.493528602678215	"f"	"g"	0.906051853947879	-0.195271683820164	"-"
"279"	"b"	-0.589556253932143	1.75592380681823	"y"	"p"	"ff"	"ff"	-0.664394717247163	"f"	"f"	-0.493528602678215	"f"	"g"	-2.64143395575823e-15	-0.195271683820164	"-"
"280"	"b"	-1.29231575008509	-0.788187217211277	"u"	"g"	"m"	"v"	-0.638995147344255	"t"	"f"	-0.493528602678215	"f"	"s"	0.0928513964074919	-0.195271683820164	"-"
"281"	"b"	-0.877240513461738	-0.780152125149596	"y"	"p"	"c"	"h"	-0.58969009988567	"f"	"f"	-0.493528602678215	"f"	"g"	0.557537372144856	-0.156116984627396	"-"
"282"	"b"	-0.645237078357226	-0.838406542596778	"y"	"p"	"cc"	"h"	-0.627042408566416	"f"	"f"	-0.493528602678215	"f"	"g"	0.325194384276174	-0.195079749020199	"-"
"283"	"b"	-1.17251761268566	-0.0600069991215048	"u"	"g"	"c"	"v"	-0.58969009988567	"f"	"f"	-0.493528602678215	"f"	"s"	-0.604177567198555	-0.195271683820164	"-"
"284"	"a"	-1.27122452871195	-0.704823137071344	"u"	"g"	"q"	"v"	-0.58969009988567	"f"	"t"	-0.287891684895625	"f"	"g"	-0.441537475690477	-0.176462073423638	"-"
"285"	"b"	-0.701761551637234	1.58015616796897	"u"	"g"	"c"	"v"	-0.627042408566416	"f"	"t"	-0.0822547671130358	"f"	"g"	-1.06886354293592	0.870350325583008	"-"
"286"	"b"	-1.18011045237999	1.05285325142121	"u"	"g"	"w"	"h"	-0.615089669788577	"f"	"t"	-0.287891684895625	"f"	"g"	-0.371834579329872	-0.195079749020199	"-"
