"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"
"170"	"b"	0.357142857142857	0.0401785714285714	"y"	"p"	"d"	"v"	0.0526315789473684	"f"	"f"	0	"t"	"g"	0.2155	0	"+"
"171"	"a"	0.170375939849624	0.0907142857142857	"y"	"p"	"aa"	"v"	0.0087719298245614	"t"	"f"	0	"t"	"g"	0.185	0	"+"
"172"	"b"	0.414736842105263	0	"u"	"g"	"c"	"bb"	0.526315789473684	"t"	"f"	0	"f"	"g"	0	0	"+"
"173"	"b"	0.635338345864662	0.446428571428571	"u"	"g"	"k"	"h"	0.280701754385965	"t"	"f"	0	"t"	"g"	0.012	0.02028	"+"
"174"	"a"	0.542556390977444	0.485178571428571	"u"	"g"	"k"	"h"	0.298245614035088	"t"	"f"	0	"t"	"g"	0	0	"+"
"175"	"b"	0.134135338345865	0.375	"u"	"g"	"q"	"h"	0.0468421052631579	"t"	"f"	0	"f"	"g"	0.05	0	"+"
"176"	"b"	0.199248120300752	0.0535714285714286	"y"	"p"	"w"	"v"	0.0131578947368421	"t"	"f"	0	"t"	"g"	0.13	0.01065	"+"
"177"	"b"	0.169172932330827	0.446428571428571	"u"	"g"	"aa"	"v"	0.105263157894737	"t"	"f"	0	"t"	"s"	0.01	0	"+"
"178"	"a"	0.185413533834586	0.309464285714286	"u"	"g"	"aa"	"v"	0.0496491228070175	"t"	"f"	0	"f"	"g"	0.08	0.0015	"+"
"179"	"a"	0.0702255639097745	0.330357142857143	"u"	"g"	"q"	"v"	0.0424561403508772	"t"	"t"	0.0597014925373134	"f"	"g"	0.03	0.0054	"+"
"180"	"b"	0.0965413533834587	0.291785714285714	"u"	"g"	"aa"	"v"	0.0687719298245614	"t"	"t"	0.208955223880597	"f"	"g"	0.03	0.00158	"+"
"181"	"b"	0.510075187969925	0.0103571428571429	"u"	"g"	"c"	"bb"	0.526315789473684	"t"	"t"	0.298507462686567	"f"	"g"	0	0.15	"+"
"182"	"a"	0.112781954887218	0.0833928571428571	"u"	"g"	"i"	"bb"	0.0175438596491228	"t"	"t"	0.0597014925373134	"f"	"s"	0.04	0	"+"
"183"	"a"	0.10406015037594	0.107142857142857	"u"	"g"	"q"	"v"	0.00578947368421053	"t"	"t"	0.0447761194029851	"f"	"g"	0.05	6e-05	"+"
"184"	"a"	0.651578947368421	0.696428571428571	"u"	"g"	"c"	"v"	0.192982456140351	"t"	"t"	0.104477611940299	"f"	"g"	0	0.03	"+"
"185"	"a"	0.130375939849624	0.202321428571429	"u"	"g"	"q"	"v"	0.0907017543859649	"t"	"t"	0.104477611940299	"f"	"g"	0.0645	0.03257	"+"
"186"	"b"	0.526315789473684	0.303571428571429	"u"	"g"	"c"	"h"	0.43859649122807	"t"	"t"	0.134328358208955	"f"	"g"	0.0905	0.01655	"+"
"187"	"b"	0.394736842105263	0.232142857142857	"u"	"g"	"aa"	"bb"	0.12280701754386	"t"	"t"	0.0149253731343284	"f"	"g"	0	0.005	"+"
"188"	"b"	0.403458646616541	0.178571428571429	"u"	"g"	"c"	"v"	0.175438596491228	"t"	"t"	0.104477611940299	"f"	"g"	0	0.03065	"+"
"189"	"a"	0.224360902255639	0.0371428571428571	"u"	"g"	"c"	"v"	0.087719298245614	"t"	"t"	0.0746268656716418	"t"	"g"	0.15	0.0143	"+"
"190"	"a"	0.290676691729323	0.165178571428571	"u"	"g"	"q"	"h"	0.0570175438596491	"t"	"t"	0.0298507462686567	"f"	"g"	0	0	"+"
"191"	"b"	0.113984962406015	0.375	"u"	"g"	"c"	"v"	0.105263157894737	"t"	"f"	0	"t"	"g"	0	0	"+"
"192"	"b"	0.424812030075188	0.00732142857142857	"u"	"g"	"i"	"h"	0.179824561403509	"t"	"f"	0	"f"	"g"	0.2	0	"+"
"193"	"b"	0.421052631578947	0.0342857142857143	"u"	"g"	"x"	"v"	0.087719298245614	"t"	"f"	0	"f"	"g"	0.255	0.006	"+"
"194"	"b"	0.134135338345865	0.0566071428571429	"y"	"p"	"w"	"v"	0.108245614035088	"t"	"t"	0.0895522388059701	"f"	"g"	0.04	0	"+"
"195"	"b"	0.31203007518797	0.144285714285714	"y"	"p"	"i"	"bb"	0.298245614035088	"t"	"t"	0.104477611940299	"t"	"g"	0.0975	0	"+"
"196"	"b"	0.218045112781955	0.18	"y"	"p"	"c"	"bb"	0.0526315789473684	"t"	"t"	0.119402985074627	"t"	"g"	0.072	7e-05	"+"
"197"	"b"	0.29203007518797	0.113035714285714	"y"	"p"	"x"	"v"	0.111052631578947	"t"	"t"	0.0447761194029851	"t"	"g"	0.19	0	"+"
"198"	"b"	0.517593984962406	0.272321428571429	"u"	"g"	"w"	"h"	0.543859649122807	"t"	"t"	0.17910447761194	"f"	"g"	0	0.0079	"+"
"199"	"b"	0.20796992481203	0.0728571428571429	"y"	"p"	"aa"	"v"	0.0701754385964912	"t"	"t"	0.0447761194029851	"t"	"g"	0.185	0.0056	"+"
"200"	"b"	0.132781954887218	0.358571428571429	"u"	"g"	"x"	"v"	0.00140350877192982	"t"	"t"	0.134328358208955	"f"	"g"	0.03	0.00396	"+"
"201"	"a"	0.155338345864662	0.0178571428571429	"u"	"g"	"q"	"h"	0.043859649122807	"t"	"t"	0.0149253731343284	"f"	"g"	0	0.00678	"+"
"202"	"a"	0.414736842105263	0.0357142857142857	"u"	"g"	"i"	"bb"	0.0789473684210526	"t"	"f"	0	"t"	"g"	0	0.003	"+"
"203"	"b"	0.166616541353383	0.0982142857142857	"u"	"g"	"c"	"v"	0.0789473684210526	"t"	"t"	0.0895522388059701	"f"	"g"	0.092007385524372	0.006	"+"
"204"	"a"	0.105263157894737	0.366071428571429	"u"	"g"	"q"	"v"	0.0249122807017544	"t"	"t"	0.0298507462686567	"t"	"g"	0.0245	0	"+"
"205"	"b"	0.339548872180451	0.0758928571428571	"y"	"p"	"w"	"v"	0.00298245614035088	"t"	"t"	0.0149253731343284	"f"	"g"	0.025	0.01187	"+"
"206"	"a"	0.325864661654135	0.428571428571429	"u"	"g"	"q"	"h"	0.491228070175439	"t"	"t"	0.119402985074627	"f"	"g"	0	0.0659	"+"
"207"	"a"	0.869624060150376	0	"?"	"?"	"?"	"?"	0	"f"	"f"	0	"f"	"p"	0.092007385524372	0	"+"
"208"	"b"	0.224360902255639	0.333392857142857	"u"	"g"	"q"	"h"	0.198771929824561	"t"	"t"	0.0895522388059701	"f"	"g"	0.1905	0.00168	"+"
"209"	"b"	0.322105263157895	0.0892857142857143	"u"	"g"	"k"	"v"	0.157894736842105	"t"	"t"	0.104477611940299	"f"	"g"	0.075	0.0127	"+"
"210"	"b"	0.387218045112782	0.151785714285714	"u"	"g"	"c"	"bb"	0.228070175438596	"t"	"t"	0.238805970149254	"f"	"g"	0.0585	0.0121	"+"
"211"	"b"	0.384661654135338	0.209821428571429	"u"	"g"	"cc"	"h"	0.350877192982456	"t"	"t"	0.208955223880597	"t"	"g"	0.1995	0	"+"
"212"	"b"	0.159097744360902	0.236607142857143	"y"	"p"	"d"	"v"	0.192982456140351	"t"	"f"	0	"t"	"s"	0.05	0	"+"
"213"	"b"	0.696691729323308	0.517857142857143	"u"	"g"	"ff"	"ff"	0.631578947368421	"t"	"t"	0.223880597014925	"t"	"g"	0	0.01	"+"
"214"	"b"	0.140300751879699	0.410714285714286	"u"	"g"	"i"	"v"	0.12280701754386	"t"	"t"	0.134328358208955	"f"	"g"	0.028	0.00742	"+"
"215"	"b"	0.194285714285714	0.0967857142857143	"y"	"p"	"cc"	"v"	0.184210526315789	"t"	"t"	0.0149253731343284	"f"	"g"	0.1055	0	"+"
"216"	"b"	0.517593984962406	0.125	"u"	"g"	"aa"	"v"	0.12280701754386	"t"	"f"	0	"f"	"s"	0.115	0	"+"
"217"	"b"	0.412330827067669	0.144285714285714	"u"	"g"	"cc"	"h"	0.245614035087719	"t"	"t"	0.119402985074627	"f"	"g"	0.16	0	"+"
"218"	"b"	0.634135338345865	0.410714285714286	"u"	"g"	"ff"	"ff"	0.175438596491228	"t"	"t"	0.0746268656716418	"f"	"g"	0	0.08851	"+"
"219"	"b"	0.60406015037594	0.34375	"u"	"g"	"e"	"v"	0.304035087719298	"t"	"t"	0.0746268656716418	"f"	"g"	0	0	"+"
"220"	"a"	0.0777443609022557	0.330357142857143	"y"	"p"	"c"	"v"	0.0350877192982456	"t"	"t"	0.0597014925373134	"t"	"g"	0.04	0.005	"+"
"221"	"a"	0.546315789473684	0.447857142857143	"u"	"g"	"aa"	"v"	0.0803508771929825	"t"	"t"	0.0447761194029851	"t"	"g"	0.078	0	"+"
"222"	"b"	0.776992481203008	0.392857142857143	"u"	"g"	"e"	"z"	0.701754385964912	"t"	"t"	0.104477611940299	"t"	"g"	0.011	0	"+"
"223"	"a"	0.057593984962406	0.321428571428571	"u"	"g"	"aa"	"v"	0.0482456140350877	"t"	"f"	0	"t"	"g"	0	0	"+"
"224"	"a"	0.076390977443609	0.340714285714286	"u"	"g"	"aa"	"v"	0.00298245614035088	"t"	"f"	0	"f"	"g"	0.05	0	"+"
"225"	"a"	0.360902255639098	0.196428571428571	"u"	"g"	"q"	"v"	0.0043859649122807	"t"	"f"	0	"t"	"g"	0.114	0	"+"
"226"	"b"	0.142857142857143	0.142857142857143	"u"	"g"	"c"	"bb"	0.0087719298245614	"t"	"f"	0	"t"	"g"	0.08	0	"+"
"227"	"b"	0.0651127819548872	0.196428571428571	"u"	"g"	"k"	"v"	0.0175438596491228	"t"	"f"	0	"f"	"g"	0.04	0	"+"
"228"	"a"	0.131578947368421	0.302142857142857	"y"	"p"	"x"	"v"	0.0863157894736842	"f"	"f"	0	"f"	"g"	0.082	0	"+"
"229"	"b"	0.0890225563909775	0.0133928571428571	"u"	"g"	"q"	"v"	0.0701754385964912	"t"	"t"	0.0298507462686567	"t"	"g"	0.04	0	"+"
"230"	"b"	0.125263157894737	0.392857142857143	"u"	"g"	"cc"	"v"	0.0233333333333333	"t"	"f"	0	"f"	"g"	0.05	0	"+"
"231"	"b"	0.171729323308271	0.125	"u"	"g"	"cc"	"v"	0.0219298245614035	"t"	"t"	0.104477611940299	"f"	"g"	0	0.07059	"+"
"232"	"a"	0.506315789473684	0.107142857142857	"u"	"g"	"x"	"v"	0.486842105263158	"t"	"t"	0.0298507462686567	"t"	"g"	0.2595	0.01704	"+"
"233"	"b"	0.296992481203008	0.0625	"u"	"g"	"x"	"h"	0.157894736842105	"t"	"t"	0.0597014925373134	"t"	"g"	0.1265	0.00857	"+"
"234"	"b"	0.209323308270677	0.491071428571429	"u"	"g"	"w"	"v"	0.201754385964912	"t"	"f"	0	"t"	"g"	0.2435	0.005	"+"
"235"	"a"	0.671729323308271	0.75	"u"	"g"	"i"	"bb"	0.350877192982456	"t"	"t"	0.194029850746269	"f"	"g"	0	0.067	"+"
"236"	"a"	0.10406015037594	0.0655357142857143	"u"	"g"	"q"	"v"	0.0731578947368421	"t"	"t"	0.0746268656716418	"f"	"g"	0.11	0.02503	"+"
"237"	"b"	0.186766917293233	0.00892857142857143	"u"	"g"	"i"	"bb"	0	"t"	"f"	0	"t"	"g"	0	0	"+"
"238"	"b"	0.113984962406015	0.267857142857143	"u"	"g"	"aa"	"v"	0.0496491228070175	"t"	"t"	0.0149253731343284	"f"	"g"	0.04	0.098	"+"
"239"	"b"	0.437293233082707	0.165178571428571	"u"	"g"	"q"	"v"	0.160701754385965	"t"	"f"	0	"f"	"s"	0	0	"+"
"240"	"b"	0.367218045112782	0.361607142857143	"u"	"g"	"x"	"v"	0.087719298245614	"t"	"t"	0.0895522388059701	"f"	"g"	0.26	0.00196	"+"
"241"	"b"	0.101503759398496	0.357142857142857	"y"	"p"	"c"	"v"	0.087719298245614	"t"	"f"	0	"f"	"s"	0.02	0	"+"
"242"	"b"	0.518796992481203	0.895892857142857	"u"	"g"	"w"	"v"	0.0614035087719298	"t"	"t"	0.0447761194029851	"f"	"g"	0.06	0.00014	"+"
"243"	"b"	0.219248120300752	0.178571428571429	"u"	"g"	"w"	"v"	0.385964912280702	"t"	"f"	0	"t"	"g"	0.035	0	"+"
"244"	"a"	0.075187969924812	0.267857142857143	"u"	"g"	"q"	"v"	0.0950877192982456	"t"	"t"	0.0746268656716418	"f"	"g"	0.092007385524372	0.26726	"+"
"245"	"b"	0.0714285714285714	0.0714285714285714	"u"	"g"	"i"	"v"	0.0526315789473684	"t"	"t"	0.0298507462686567	"f"	"g"	0.06	0.003	"+"
"246"	"b"	0.29203007518797	0.108571428571429	"y"	"p"	"c"	"h"	0.071578947368421	"t"	"t"	0.0149253731343284	"t"	"g"	0.09	0.18027	"+"
"247"	"b"	0.469924812030075	0.303571428571429	"u"	"g"	"cc"	"h"	0.491228070175439	"t"	"t"	0.0149253731343284	"t"	"g"	0.044	0.02	"+"
"248"	"a"	0.0890225563909775	0.0075	"u"	"g"	"q"	"h"	0.0101754385964912	"t"	"t"	0.164179104477612	"f"	"g"	0.04	0.00099	"+"
"249"	"?"	0.161654135338346	0.455357142857143	"u"	"g"	"c"	"bb"	0.166666666666667	"t"	"t"	0.0298507462686567	"f"	"g"	0.0365	0.00444	"+"
"250"	"b"	0.121503759398496	0.392857142857143	"u"	"g"	"x"	"v"	0.0101754385964912	"t"	"t"	0.0895522388059701	"f"	"g"	0.0605	0	"+"
"251"	"b"	0.398496240601504	0.767857142857143	"u"	"g"	"e"	"z"	0.701754385964912	"t"	"t"	0.164179104477612	"f"	"g"	0	0.012	"+"
"252"	"b"	0.41609022556391	0.178571428571429	"u"	"g"	"q"	"h"	0.175438596491228	"t"	"t"	0.0895522388059701	"t"	"g"	0.235	0	"+"
"253"	"a"	0.0613533834586466	0.392857142857143	"u"	"g"	"x"	"h"	0.0350877192982456	"t"	"t"	0.164179104477612	"f"	"g"	0	0.03	"+"
"254"	"b"	0.141654135338346	0.397321428571429	"u"	"g"	"x"	"h"	0.016140350877193	"t"	"t"	0.0149253731343284	"f"	"g"	0.05	0	"+"
"255"	"b"	0.26794242242775	0.0223214285714286	"u"	"g"	"k"	"v"	0.0087719298245614	"f"	"f"	0	"f"	"g"	0.19	0.0201	"-"
"256"	"b"	0.0664661654135339	0.366071428571429	"u"	"g"	"c"	"h"	0.0380701754385965	"f"	"f"	0	"f"	"g"	0.16	0.00013	"-"
"257"	"b"	0.093984962406015	0.394464285714286	"u"	"g"	"c"	"v"	0.0701754385964912	"f"	"f"	0	"t"	"g"	0.068	0	"-"
"258"	"b"	0.093984962406015	0	"u"	"g"	"d"	"v"	0.0175438596491228	"f"	"f"	0	"f"	"g"	0.072	0	"-"
"259"	"a"	0.105263157894737	0.340714285714286	"u"	"g"	"i"	"v"	0.00140350877192982	"f"	"f"	0	"f"	"g"	0.1	0.01	"-"
"260"	"a"	0.161654135338346	0.0625	"y"	"p"	"c"	"v"	0.00578947368421053	"f"	"f"	0	"f"	"g"	0.066	0	"-"
"261"	"b"	0.285714285714286	0.0833928571428571	"u"	"g"	"d"	"h"	0.201754385964912	"f"	"f"	0	"t"	"g"	0.146	0	"-"
"262"	"a"	0.577744360902256	0	"y"	"p"	"ff"	"ff"	0	"f"	"f"	0	"f"	"g"	0	0	"-"
"263"	"a"	0.517593984962406	0.0476785714285714	"u"	"g"	"i"	"o"	0.0117543859649123	"f"	"f"	0	"f"	"g"	0	0.0012	"-"
"264"	"a"	0.100300751879699	0.375	"y"	"p"	"x"	"h"	0	"f"	"f"	0	"t"	"g"	0.077	0.00032	"-"
"265"	"b"	0.556390977443609	0.0208928571428571	"u"	"g"	"ff"	"ff"	0	"f"	"f"	0	"f"	"g"	0.0725	0	"-"
"266"	"b"	0.0500751879699248	0.00303571428571429	"y"	"p"	"c"	"v"	0.00140350877192982	"f"	"f"	0	"f"	"g"	0.07	0.00722	"-"
"267"	"b"	0.0688721804511278	0.0432142857142857	"y"	"p"	"e"	"dd"	0	"f"	"f"	0	"f"	"g"	0.05	0	"-"
"268"	"a"	0.274436090225564	0.214285714285714	"u"	"g"	"d"	"v"	0.043859649122807	"f"	"f"	0	"f"	"g"	0.136	0	"-"
"269"	"b"	0.690526315789474	0.055	"u"	"g"	"q"	"v"	0.0043859649122807	"t"	"f"	0	"t"	"g"	0.13	0	"+"
"270"	"b"	0.0639097744360902	0.00589285714285714	"u"	"g"	"q"	"n"	0.00736842105263158	"f"	"f"	0	"f"	"g"	0.1	4e-04	"+"
"271"	"b"	0.358345864661654	0	"?"	"?"	"?"	"?"	0	"f"	"f"	0	"f"	"p"	0.092007385524372	0	"+"
"272"	"b"	0.279398496240601	0.0892857142857143	"u"	"g"	"c"	"v"	0.043859649122807	"f"	"f"	0	"t"	"g"	0.14	0	"-"
"273"	"b"	0.0651127819548872	0.241071428571429	"y"	"p"	"m"	"v"	0.00140350877192982	"f"	"f"	0	"f"	"g"	0.07	0	"-"
"274"	"b"	0.368421052631579	0.361607142857143	"y"	"p"	"k"	"v"	0.0043859649122807	"f"	"f"	0	"f"	"g"	0.08	0	"-"
"275"	"b"	0.254436090225564	0.0892857142857143	"u"	"g"	"cc"	"h"	0.0789473684210526	"f"	"f"	0	"t"	"s"	0.17	0	"-"
"276"	"b"	0.0726315789473684	0.203928571428571	"u"	"g"	"d"	"v"	0.0189473684210526	"f"	"f"	0	"f"	"g"	0.06	0	"-"
"277"	"a"	0.0815037593984963	0.193392857142857	"u"	"g"	"i"	"h"	0.0101754385964912	"f"	"f"	0	"f"	"g"	0.04	0.00484	"-"
"278"	"a"	0.0664661654135339	0.357142857142857	"y"	"p"	"q"	"h"	0.00578947368421053	"f"	"f"	0	"f"	"g"	0.17	0	"-"
"279"	"b"	0.162857142857143	0.482142857142857	"y"	"p"	"ff"	"ff"	0	"f"	"f"	0	"f"	"g"	0.092007385524372	0	"-"
"280"	"b"	0.037593984962406	0.0298214285714286	"u"	"g"	"m"	"v"	0.00298245614035088	"t"	"f"	0	"f"	"s"	0.1	0	"-"
"281"	"b"	0.111578947368421	0.03125	"y"	"p"	"c"	"h"	0.0087719298245614	"f"	"f"	0	"f"	"g"	0.14	0.00204	"-"
"282"	"b"	0.152932330827068	0.0208928571428571	"y"	"p"	"cc"	"h"	0.0043859649122807	"f"	"f"	0	"f"	"g"	0.12	1e-05	"-"
"283"	"b"	0.0589473684210527	0.159285714285714	"u"	"g"	"c"	"v"	0.0087719298245614	"f"	"f"	0	"f"	"s"	0.04	0	"-"
"284"	"a"	0.0413533834586466	0.0446428571428571	"u"	"g"	"q"	"v"	0.0087719298245614	"f"	"t"	0.0149253731343284	"f"	"g"	0.054	0.00098	"-"
"285"	"b"	0.142857142857143	0.450892857142857	"u"	"g"	"c"	"v"	0.0043859649122807	"f"	"t"	0.0298507462686567	"f"	"g"	0	0.05552	"-"
"286"	"b"	0.057593984962406	0.357142857142857	"u"	"g"	"w"	"h"	0.00578947368421053	"f"	"t"	0.0149253731343284	"f"	"g"	0.06	1e-05	"-"
"287"	"a"	0.26794242242775	0.0535714285714286	"u"	"g"	"ff"	"ff"	0	"f"	"t"	0.0298507462686567	"t"	"g"	0.1	0.00105	"-"
"288"	"b"	0.236842105263158	0.0207142857142857	"u"	"g"	"w"	"v"	0.0101754385964912	"f"	"t"	0.0149253731343284	"f"	"g"	0.17	0.02803	"-"
"289"	"b"	0.076390977443609	0.0148214285714286	"y"	"p"	"c"	"v"	0.00578947368421053	"f"	"t"	0.0149253731343284	"f"	"g"	0.1	1e-05	"-"
"290"	"a"	0.120300751879699	0.0625	"y"	"p"	"j"	"j"	0	"f"	"f"	0	"f"	"g"	0.08	0	"-"
"291"	"b"	0.139097744360902	0.0267857142857143	"u"	"g"	"m"	"v"	0.0175438596491228	"f"	"f"	0	"t"	"s"	0.16	0	"-"
"292"	"a"	0.0676691729323308	0.357142857142857	"u"	"g"	"w"	"v"	0.0350877192982456	"f"	"t"	0.0149253731343284	"f"	"g"	0.06	1e-05	"-"
"293"	"b"	0.175488721804511	0.0192857142857143	"u"	"g"	"w"	"v"	0.00578947368421053	"f"	"t"	0.0149253731343284	"f"	"g"	0.136	0.00444	"-"
"294"	"b"	0.330827067669173	0.08625	"u"	"g"	"w"	"v"	0.0043859649122807	"f"	"t"	0.0298507462686567	"f"	"g"	0.11	1e-05	"-"
"295"	"a"	0.0350375939849624	0.0119642857142857	"u"	"g"	"ff"	"ff"	0	"f"	"t"	0.0149253731343284	"f"	"g"	0.08	0.00126	"-"
"296"	"a"	0.273233082706767	0.111607142857143	"u"	"g"	"ff"	"ff"	0.106666666666667	"f"	"t"	0.0298507462686567	"t"	"g"	0.1	4e-05	"-"
"297"	"b"	0.833383458646617	0.321428571428571	"u"	"g"	"ff"	"ff"	0.140350877192982	"f"	"t"	0.0149253731343284	"f"	"g"	0.035	6e-05	"-"
"298"	"b"	0.288270676691729	0.0892857142857143	"u"	"g"	"aa"	"v"	0.0614035087719298	"f"	"t"	0.0298507462686567	"t"	"g"	0.36	0	"-"
"299"	"b"	0.038796992481203	0.0982142857142857	"u"	"g"	"aa"	"v"	0.0233333333333333	"f"	"t"	0.0149253731343284	"f"	"g"	0.04	0.00021	"-"
"300"	"b"	0.126616541353383	0.433035714285714	"u"	"g"	"c"	"v"	0.117017543859649	"f"	"t"	0.0298507462686567	"t"	"g"	0.09	0.00173	"-"
"301"	"a"	0.659097744360902	0.0714285714285714	"u"	"g"	"ff"	"ff"	0.228070175438596	"f"	"t"	0.0149253731343284	"f"	"g"	0	1e-04	"-"
"302"	"b"	0.0676691729323308	0.00589285714285714	"u"	"g"	"d"	"v"	0.0087719298245614	"f"	"f"	0	"t"	"s"	0.14	0	"-"
"303"	"b"	0.145413533834586	0.0357142857142857	"u"	"g"	"c"	"v"	0.0175438596491228	"f"	"f"	0	"t"	"s"	0.14	0	"-"
"304"	"a"	0.0326315789473684	0.102678571428571	"u"	"g"	"q"	"v"	0.00298245614035088	"f"	"f"	0	"f"	"g"	0.06	0	"-"
"305"	"a"	0.165413533834586	0.488035714285714	"u"	"g"	"q"	"h"	0.0526315789473684	"f"	"f"	0	"f"	"g"	0.14	1e-05	"-"
"306"	"b"	0.526315789473684	0.940535714285714	"y"	"p"	"ff"	"ff"	0	"t"	"f"	0	"t"	"g"	0	0	"-"
"307"	"b"	0.146616541353383	0.0982142857142857	"u"	"g"	"ff"	"ff"	0.157894736842105	"f"	"f"	0	"f"	"g"	0.08	0.00025	"-"
"308"	"b"	0.0726315789473684	0.3675	"u"	"g"	"ff"	"ff"	0.0145614035087719	"f"	"f"	0	"f"	"g"	0.04	0	"-"
"309"	"b"	0.210526315789474	0.0460714285714286	"u"	"g"	"k"	"h"	0.0087719298245614	"f"	"f"	0	"t"	"s"	0.07	0	"-"
"310"	"a"	0.270676691729323	0.107142857142857	"y"	"p"	"j"	"j"	0	"f"	"f"	0	"f"	"g"	0.08	2e-04	"-"
"311"	"a"	0.166616541353383	0.160714285714286	"u"	"g"	"w"	"v"	0.0350877192982456	"f"	"f"	0	"t"	"g"	0.18	6e-05	"-"
"312"	"b"	0.0789473684210526	0.0625	"y"	"p"	"c"	"v"	0.0819298245614035	"f"	"f"	0	"t"	"g"	0.056	6e-05	"-"
"313"	"a"	0.038796992481203	0.0075	"u"	"g"	"aa"	"v"	0.0043859649122807	"f"	"f"	0	"f"	"g"	0.1	1e-05	"-"
"314"	"a"	0.0726315789473684	0.357142857142857	"u"	"g"	"d"	"v"	0.0145614035087719	"f"	"f"	0	"f"	"g"	0.04	0.00042	"-"
"315"	"b"	0.037593984962406	0	"y"	"p"	"aa"	"v"	0.0087719298245614	"f"	"f"	0	"f"	"g"	0.03	0	"-"
"316"	"b"	0.139097744360902	0.0267857142857143	"u"	"g"	"m"	"v"	0.0175438596491228	"t"	"f"	0	"t"	"s"	0.16	0	"-"
"317"	"b"	0.111578947368421	0.00892857142857143	"y"	"p"	"c"	"h"	0.0087719298245614	"f"	"f"	0	"f"	"g"	0.14	0.00204	"-"
"318"	"b"	0.056390977443609	0.785714285714286	"l"	"gg"	"ff"	"o"	0	"f"	"f"	0	"t"	"p"	0.225	1	"+"
"319"	"b"	0.0815037593984963	0	"y"	"p"	"m"	"bb"	0	"f"	"f"	0	"t"	"s"	0.25	1e-05	"+"
"320"	"b"	0.345864661654135	0.00446428571428571	"y"	"p"	"c"	"v"	0.0526315789473684	"f"	"f"	0	"t"	"g"	0.116	0.00113	"+"
"321"	"b"	0.112781954887218	0.0535714285714286	"u"	"g"	"w"	"v"	0.0526315789473684	"f"	"f"	0	"f"	"g"	0.075	8e-05	"+"
"322"	"a"	0.0651127819548872	0.0133928571428571	"l"	"gg"	"cc"	"ff"	0.350877192982456	"f"	"f"	0	"t"	"s"	0.15	0	"+"
"323"	"a"	0.299548872180451	0.0133928571428571	"u"	"g"	"cc"	"v"	0.0131578947368421	"f"	"f"	0	"f"	"g"	0.15	0.00044	"+"
"324"	"b"	0.523759398496241	0.00732142857142857	"y"	"p"	"k"	"v"	0.0087719298245614	"t"	"t"	0.164179104477612	"f"	"g"	0.19	0.02732	"+"
"325"	"b"	0.299548872180451	0.0446428571428571	"u"	"g"	"w"	"v"	0.0408771929824561	"f"	"f"	0	"f"	"g"	0.06	0	"-"
"326"	"a"	0.236842105263158	0.03875	"y"	"p"	"x"	"v"	0.0350877192982456	"f"	"f"	0	"f"	"g"	0.14	0.00013	"-"
"327"	"b"	0.246917293233083	0.03875	"y"	"p"	"c"	"v"	0.00140350877192982	"f"	"f"	0	"f"	"g"	0.085	0.00179	"-"
"328"	"?"	0.407218045112782	0.125	"u"	"g"	"i"	"bb"	0.0175438596491228	"f"	"f"	0	"f"	"s"	0.58	0	"-"
"329"	"b"	0.316992481203007	0.0892857142857143	"y"	"p"	"w"	"v"	0.105263157894737	"f"	"f"	0	"f"	"s"	0.1	0	"-"
"330"	"b"	0.26794242242775	0.142857142857143	"y"	"p"	"i"	"v"	0.00298245614035088	"f"	"f"	0	"t"	"g"	0.2055	0	"-"
"331"	"b"	0.100300751879699	0	"?"	"?"	"?"	"?"	0	"f"	"f"	0	"f"	"p"	0.092007385524372	0	"-"
"332"	"a"	0.293233082706767	0.0892857142857143	"y"	"p"	"c"	"v"	0.087719298245614	"f"	"f"	0	"t"	"g"	0	2e-05	"-"
"333"	"b"	0.305714285714286	0.0892857142857143	"u"	"g"	"c"	"v"	0.0350877192982456	"f"	"f"	0	"f"	"g"	0.23	0.00016	"-"
"334"	"a"	0.172932330827068	0.446428571428571	"u"	"g"	"d"	"v"	0.0350877192982456	"f"	"f"	0	"t"	"g"	0.09	0.01062	"-"
"335"	"b"	0.315789473684211	0.0892857142857143	"u"	"g"	"cc"	"bb"	0.0175438596491228	"f"	"f"	0	"f"	"g"	0.174	0	"-"
"336"	"b"	0.209323308270677	0.0267857142857143	"u"	"g"	"q"	"h"	0.00578947368421053	"f"	"f"	0	"t"	"g"	0.11	0.00251	"-"
"337"	"b"	0.504962406015038	0.232142857142857	"u"	"g"	"c"	"v"	0.0350877192982456	"f"	"f"	0	"t"	"g"	0	0.00228	"-"
"338"	"a"	0.316992481203007	0.0446428571428571	"y"	"p"	"i"	"h"	0.0175438596491228	"f"	"f"	0	"t"	"g"	0.08	0	"-"
"339"	"a"	0.293233082706767	0.107142857142857	"y"	"p"	"aa"	"v"	0.0701754385964912	"f"	"f"	0	"f"	"g"	0.09	0	"-"
"340"	"b"	0.214285714285714	0.107142857142857	"u"	"g"	"w"	"v"	0.0263157894736842	"f"	"f"	0	"t"	"g"	0.15	0.00067	"-"
"341"	"a"	0.380902255639098	0.142857142857143	"u"	"g"	"c"	"v"	0.105263157894737	"f"	"f"	0	"f"	"g"	0.24	0	"-"
